"year","doy","ndvi_mean","ndvi_std","ndvi_50","ndvi_75","ndvi_90","evi2_mean","evi2_std","evi2_50","evi2_75","evi2_90"
2012,116,-1.04048986605502,0.180685036115044,-1.00096773637728,-0.953602547026148,-0.919046216229098,-0.819005931379312,0.157262677570421,-0.7629247414866,-0.761856544378984,-0.73251729183913
2012,119,-0.910592432667546,0.185293944732777,-1.00017949519487,-0.911977374228611,-0.597553981435571,-0.720523507133042,0.106292154841536,-0.760175807628829,-0.713228729393028,-0.57749780749047
2012,122,-0.94378397415079,0.143285425791965,-0.968770748334844,-0.933836620091516,-0.819473839413506,-0.744708805068636,0.0941094815629061,-0.758736631158207,-0.736205003383952,-0.66420774624889
2012,125,-0.882633658460808,0.223986876894093,-0.966253941705592,-0.853841000245485,-0.513835595458097,-0.702946000944777,0.145945660341116,-0.744156204871034,-0.725511679145495,-0.504166140851602
2012,128,-0.899224020574144,0.245983497343792,-0.997311351669383,-0.950046532447968,-0.466573095209268,-0.711572406690793,0.170160815055006,-0.758846738375048,-0.742245710127512,-0.461508704892652
2012,131,-0.771691020895611,0.343077261958112,-0.966731014378635,-0.591664698080614,-0.19708881126415,-0.618267700739846,0.241046895288769,-0.743483141995837,-0.538278292804626,-0.2215106512417
2012,134,-0.77861877078895,0.416257278064333,-0.999608172203844,-0.657693411962167,-0.021651510140887,-0.610488040401107,0.326591774420627,-0.760374134668753,-0.582658518332787,-0.0273907257528339
2012,137,-0.71060726848106,0.38074567983458,-0.821633221771499,-0.582822749015634,-0.171430912664984,-0.578327090936568,0.311990581709459,-0.703887667740252,-0.553002686064106,-0.192552588710553
2012,140,-0.879561377785723,0.24928238751505,-0.972204710531279,-0.811043725900803,-0.64723542533144,-0.702323511162031,0.172829000712329,-0.75268014940646,-0.691179563871397,-0.594786966092002
2012,143,-0.870340802818971,0.286188862018829,-0.969578071553696,-0.798255665615968,-0.507620781541082,-0.695093147739498,0.20089549948563,-0.745971236011935,-0.666957817827041,-0.460772874008389
2012,146,-0.76650926192308,0.316458161922198,-0.931288367167806,-0.689384119212679,-0.272090603108805,-0.625958590339628,0.223677909738962,-0.738939053669894,-0.594157492484692,-0.293757707225176
2012,149,-0.863398199714908,0.350929306519845,-0.969530993778736,-0.647435021738502,-0.331820702014101,-0.682707358902667,0.240616890277771,-0.759231653878862,-0.559393396115021,-0.335901278395399
2012,152,-0.728248881934992,0.387494797271267,-0.959595058387766,-0.415140095588551,-0.0782007898193453,-0.58557518975785,0.282519581831528,-0.738819567833545,-0.40976476822239,-0.0900956117169442
2012,155,-0.756012602608264,0.396120916288117,-0.961477648330337,-0.369039048191746,-0.145471892951116,-0.603500141881207,0.279665820141008,-0.744688306079753,-0.376497934840324,-0.164395388637449
2012,158,-0.787311368048995,0.30327661320452,-0.966679294010662,-0.600795822324471,-0.337086126452042,-0.639272433805867,0.198527342406591,-0.743396096864259,-0.577143454959144,-0.347454148330628
2012,161,-0.748339173653549,0.323561508741878,-0.96897870131915,-0.482627717755052,-0.231416989669104,-0.616144190543591,0.207337135386531,-0.748981462750131,-0.499439753067112,-0.268914811801417
2012,164,-0.733812849674009,0.380755167327833,-0.966407944355512,-0.454581292686962,-0.160047875576481,-0.591038822001942,0.290606210353646,-0.742932768218898,-0.462434034781903,-0.17426799676398
2012,167,-0.696272423327193,0.364647745864804,-0.933327836799291,-0.339117196377007,-0.184787503788745,-0.571941190848921,0.262119641603172,-0.739407446770459,-0.349030601989292,-0.201658843048863
2012,170,-0.739827093901236,0.3944395354993,-0.966950024139183,-0.502096259891053,-0.154474742988682,-0.591273111070272,0.291737529345846,-0.748744566967016,-0.487725583792111,-0.167885208398459
2012,173,-0.792844855180164,0.289045161228603,-0.969360896009338,-0.633789711547959,-0.332932959421457,-0.643205420077678,0.177902791100037,-0.748049827690558,-0.554869815396845,-0.360870458013084
2012,176,-0.670900540473162,0.380572807280122,-0.797734945158185,-0.41223863131739,-0.0828912092982945,-0.546744946209677,0.291872980363401,-0.654399334798117,-0.427869986722197,-0.0892745457731456
2012,179,-0.796955817883841,0.368920987602592,-0.993168964326336,-0.434196376965712,-0.275260482017131,-0.643817719856842,0.249981595921863,-0.763967477378268,-0.442390117855151,-0.28958346822531
2012,182,-0.712429995267863,0.351166814102214,-0.848169730329855,-0.473253470392262,-0.377883704225712,-0.587121003597432,0.266668856228505,-0.708468287799846,-0.475838323403187,-0.391346943203861
2012,185,-0.797778327178238,0.356097080804681,-0.971283218948603,-0.533115329611818,-0.240926393827877,-0.650388945217838,0.239087993922557,-0.761243675191682,-0.499763383087188,-0.264094327960725
2012,188,-0.747301147426177,0.382132390308306,-0.971525387240448,-0.54690476441626,-0.152624772108253,-0.59548525580385,0.269277056515012,-0.752350434677932,-0.534792132588292,-0.170142990724486
2012,191,-0.769030379481206,0.331473040769958,-0.932605821288027,-0.557104961917027,-0.245409773638909,-0.62761545408653,0.21754125811032,-0.731360602904532,-0.544362278914799,-0.262462429314646
