#
# 3-day summary product time series for niwot3
#
# Site: niwot3
# Veg Type: EN
# ROI ID Number: 1000
# Lat: 40.03286358
# Lon: -105.54697017
# Elev: 3050
# UTC Offset: -7
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2018-06-15
# Creation Time: 21:33:42
# Update Date: 2020-08-19
# Update Time: 05:45:16
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90
2015-07-16,2015,197,38,niwot3_2015_07_16_120006.jpg,113.01944,109.36426,65.25844,0.38021,0.39292,114.27114,2.13988,112.00292,3.17525,68.42164,7.83500,0.38027,0.00872,0.37972,0.38607,0.39465,0.38812,0.01098,0.39082,0.39444,0.40174,71.20685,NA,NA,NA,NA,NA
2015-07-19,2015,200,75,niwot3_2015_07_19_120008.jpg,115.25492,112.99694,57.62250,0.39527,0.40317,115.82918,1.96101,112.63622,2.20067,61.09297,5.97371,0.38917,0.00769,0.39226,0.39575,0.39699,0.40022,0.00808,0.40200,0.40613,0.40852,70.86303,NA,NA,NA,NA,NA
2015-07-22,2015,203,75,niwot3_2015_07_22_120008.jpg,110.94402,106.54190,52.57648,0.39451,0.41081,114.00537,3.94657,111.92599,3.87478,65.82836,8.65904,0.38384,0.00973,0.38044,0.39438,0.39751,0.39122,0.01675,0.39331,0.40027,0.40735,70.30346,NA,NA,NA,NA,NA
2015-07-25,2015,206,75,niwot3_2015_07_25_120007.jpg,112.73155,107.68999,62.21459,0.38102,0.39886,114.40216,2.94778,112.01899,3.15196,63.32883,8.32741,0.38686,0.00965,0.38666,0.39677,0.39802,0.39526,0.01450,0.39740,0.40644,0.41219,69.69487,NA,NA,NA,NA,NA
2015-07-28,2015,209,75,niwot3_2015_07_28_120008.jpg,112.79432,108.39201,63.37671,0.38091,0.39638,114.15568,2.80092,111.87889,3.58672,66.70139,7.07364,0.38237,0.00860,0.38050,0.38397,0.39795,0.39031,0.01136,0.39163,0.39699,0.40225,69.03883,NA,NA,NA,NA,NA
2015-07-31,2015,212,71,niwot3_2015_07_31_120008.jpg,115.44385,115.85557,62.08782,0.39489,0.39349,114.52257,3.10044,112.50830,3.17809,65.71202,7.54272,0.38459,0.01026,0.38070,0.39719,0.39958,0.39153,0.01188,0.39349,0.39865,0.40577,68.33722,NA,NA,NA,NA,NA
2015-08-03,2015,215,70,niwot3_2015_08_03_120008.jpg,115.03860,112.43783,53.60063,0.40002,0.40928,114.68208,3.23632,113.13355,3.29849,60.70775,6.50267,0.39224,0.00770,0.39510,0.39781,0.39940,0.39774,0.01265,0.40097,0.40656,0.40941,67.59213,NA,NA,NA,NA,NA
2015-08-06,2015,218,72,niwot3_2015_08_06_120009.jpg,114.87645,108.61058,57.85683,0.38604,0.40831,114.44956,3.42207,112.06106,3.03072,61.60937,6.70766,0.38908,0.00795,0.38970,0.39635,0.39929,0.39752,0.01424,0.40022,0.40647,0.41103,66.80442,NA,NA,NA,NA,NA
2015-08-09,2015,221,72,niwot3_2015_08_09_120008.jpg,113.74533,107.84308,61.28009,0.38125,0.40211,114.82030,3.79888,112.22852,3.70755,64.37480,7.84013,0.38534,0.00976,0.38172,0.39625,0.39796,0.39439,0.01445,0.39934,0.40254,0.40735,65.97703,NA,NA,NA,NA,NA
2015-08-12,2015,224,72,niwot3_2015_08_12_120008.jpg,112.13252,106.87601,61.89085,0.38048,0.39919,115.24624,2.75928,112.73804,3.07477,61.35504,6.23020,0.38978,0.00865,0.39293,0.39762,0.39917,0.39854,0.01063,0.40067,0.40652,0.40914,65.11116,NA,NA,NA,NA,NA
2015-08-15,2015,227,71,niwot3_2015_08_15_120007.jpg,114.75588,108.32970,61.29070,0.38094,0.40354,116.04197,2.65122,112.86707,2.83937,62.33593,5.90041,0.38768,0.00874,0.39019,0.39619,0.39788,0.39864,0.01023,0.39948,0.40527,0.41152,64.20920,NA,NA,NA,NA,NA
2015-08-18,2015,230,69,niwot3_2015_08_18_120008.jpg,119.02346,110.38223,58.95831,0.38279,0.41275,116.36883,3.40784,110.92507,3.37580,63.10160,6.95154,0.38219,0.00851,0.38137,0.38935,0.39505,0.40099,0.00988,0.40324,0.40877,0.41059,63.27305,NA,NA,NA,NA,NA
2015-08-21,2015,233,69,niwot3_2015_08_21_120007.jpg,114.60976,106.69047,58.77888,0.38093,0.40920,117.52090,4.25685,111.69169,3.57380,62.95123,4.30850,0.38237,0.00677,0.38043,0.38262,0.39284,0.40236,0.01118,0.40562,0.40920,0.41143,62.30535,NA,NA,NA,NA,NA
2015-08-24,2015,236,69,niwot3_2015_08_24_120007.jpg,115.16000,106.01812,59.25995,0.37804,0.41064,117.90088,3.50078,110.58880,3.81676,62.96087,5.34998,0.37954,0.00606,0.37815,0.38084,0.39061,0.40475,0.00895,0.40576,0.41064,0.41482,61.30742,NA,NA,NA,NA,NA
