#
# 3-day summary product time series for turkeypointdbf
#
# Site: turkeypointdbf
# Veg Type: DB
# ROI ID Number: 1000
# Lat: 42.6353
# Lon: -80.5576
# Elev: 211
# UTC Offset: -5
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2020-03-03
# Creation Time: 19:16:04
# Update Date: 2020-08-19
# Update Time: 05:57:21
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90
2012-02-13,2012,44,37,turkeypointdbf_2012_02_13_120109.jpg,125.30767,106.86666,94.26318,0.32737,0.38386,110.11317,10.16173,98.19844,7.89049,94.55375,11.18758,0.32420,0.00253,0.32405,0.32654,0.32742,0.36396,0.02360,0.35808,0.38386,0.39533,34.32750,NA,NA,NA,NA,NA
2012-02-16,2012,47,21,turkeypointdbf_2012_02_16_140302.jpg,102.29100,98.90366,104.79285,0.32323,0.33430,109.83159,10.05935,97.33188,2.64147,95.59649,9.12639,0.32148,0.00107,0.32143,0.32220,0.32257,0.36267,0.03059,0.36829,0.38681,0.40012,35.36535,NA,NA,NA,NA,NA
2012-02-19,2012,50,47,turkeypointdbf_2012_02_19_120114.jpg,113.79249,96.41254,91.39091,0.31967,0.37730,116.31420,6.34694,95.92442,3.85303,87.83605,7.70965,0.31965,0.00135,0.31977,0.32017,0.32105,0.38784,0.02040,0.39095,0.40445,0.41327,36.42642,NA,NA,NA,NA,NA
2012-02-22,2012,53,49,turkeypointdbf_2012_02_22_120115.jpg,118.26692,96.87846,88.23119,0.31933,0.38984,107.01047,9.59928,92.98407,7.11830,92.08096,8.66340,0.31825,0.00223,0.31917,0.31959,0.32036,0.36641,0.01943,0.36886,0.37615,0.38930,37.51601,NA,NA,NA,NA,NA
2012-02-25,2012,56,50,turkeypointdbf_2012_02_25_120114.jpg,110.52168,93.90768,92.30312,0.31647,0.37246,112.82617,8.66639,93.00040,5.62557,86.70408,6.80093,0.31786,0.00233,0.31886,0.31937,0.31985,0.38556,0.01775,0.37972,0.39718,0.41053,38.62838,NA,NA,NA,NA,NA
2012-02-28,2012,59,54,turkeypointdbf_2012_02_28_120115.jpg,115.18679,89.48356,75.70169,0.31916,0.41084,110.65978,11.05080,89.47663,7.52318,81.92543,8.38713,0.31705,0.00314,0.31827,0.31953,0.31993,0.39216,0.02189,0.39451,0.41064,0.41716,39.76037,NA,NA,NA,NA,NA
2012-03-02,2012,62,55,turkeypointdbf_2012_03_02_120114.jpg,118.07316,94.52508,83.55483,0.31918,0.39869,109.97658,9.29846,91.25842,6.92263,85.31127,6.62975,0.31839,0.00201,0.31893,0.31949,0.31996,0.38364,0.01359,0.38205,0.38916,0.40087,40.90859,NA,NA,NA,NA,NA
2012-03-05,2012,65,53,turkeypointdbf_2012_03_05_120114.jpg,115.10973,92.01132,81.81232,0.31845,0.39840,116.63335,6.59408,94.03190,4.28480,84.06921,6.08502,0.31902,0.00100,0.31910,0.31970,0.31992,0.39575,0.01548,0.39668,0.41173,0.41380,42.06982,NA,NA,NA,NA,NA
2012-03-08,2012,68,51,turkeypointdbf_2012_03_08_120114.jpg,108.50680,89.05217,87.36879,0.31254,0.38082,113.90953,9.67724,91.59760,7.42686,83.67460,9.09473,0.31663,0.00446,0.31884,0.31999,0.32055,0.39408,0.01953,0.39641,0.40778,0.41628,43.24139,NA,NA,NA,NA,NA
2012-03-11,2012,71,47,turkeypointdbf_2012_03_11_120118.jpg,116.62937,91.42655,78.06260,0.31954,0.40763,114.39268,9.84417,90.89191,6.88814,80.42886,6.20040,0.31799,0.00296,0.31954,0.31974,0.31993,0.40013,0.01500,0.40299,0.40700,0.41683,44.42058,NA,NA,NA,NA,NA
2012-03-14,2012,74,41,turkeypointdbf_2012_03_14_120114.jpg,120.83723,94.56419,80.01599,0.32010,0.40904,118.01033,5.08735,93.67258,3.28533,81.76490,6.65921,0.31920,0.00121,0.31944,0.31964,0.32010,0.40237,0.01675,0.40710,0.41094,0.41553,45.60382,NA,NA,NA,NA,NA
2012-03-17,2012,77,58,turkeypointdbf_2012_03_17_120107.jpg,115.35686,87.99411,73.18535,0.31820,0.41715,116.96876,7.66933,93.35868,4.51921,82.49536,8.47121,0.31879,0.00098,0.31875,0.31931,0.31981,0.39971,0.02300,0.40699,0.41265,0.41855,46.78895,NA,NA,NA,NA,NA
2012-03-20,2012,80,56,turkeypointdbf_2012_03_20_113108.jpg,115.79898,86.94859,71.09303,0.31752,0.42287,121.78974,8.01663,92.75184,4.05774,78.01395,5.34661,0.31700,0.00240,0.31746,0.31802,0.31868,0.41605,0.01967,0.41838,0.42372,0.43132,47.97259,NA,NA,NA,NA,NA
2012-03-23,2012,83,38,turkeypointdbf_2012_03_23_120114.jpg,122.01021,91.72004,75.21498,0.31743,0.42226,124.18483,2.85914,92.84918,2.28400,76.06807,3.54239,0.31678,0.00108,0.31689,0.31753,0.31807,0.42378,0.00763,0.42210,0.42721,0.43354,48.75911,NA,NA,NA,NA,NA
2012-03-26,2012,86,59,turkeypointdbf_2012_03_26_120114.jpg,120.11426,91.68784,77.79502,0.31660,0.41476,121.04353,5.17352,93.00284,2.97872,80.26679,4.44998,0.31599,0.00143,0.31618,0.31684,0.31729,0.41127,0.01226,0.41255,0.41754,0.42489,50.32332,NA,NA,NA,NA,NA
2012-03-29,2012,89,57,turkeypointdbf_2012_03_29_120114.jpg,118.37677,94.18302,85.67973,0.31580,0.39692,117.33414,5.99227,92.73412,4.28405,82.54343,5.39463,0.31690,0.00148,0.31698,0.31793,0.31840,0.40104,0.01212,0.39791,0.40502,0.41921,51.48492,NA,NA,NA,NA,NA
