#
# 3-day summary product time series for dukehw
#
# Site: dukehw
# Veg Type: DB
# ROI ID Number: 1000
# Lat: 35.973583
# Lon: -79.100371
# Elev: 400
# UTC Offset: -5
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2018-04-11
# Creation Time: 00:23:29
# Update Date: 2020-08-19
# Update Time: 05:20:05
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90
2013-06-01,2013,152,57,dukehw_2013_06_01_120111.jpg,91.27133,97.91501,47.39231,0.41388,0.38580,87.64029,5.90415,92.13308,6.34444,46.09969,4.47645,0.40792,0.00859,0.40781,0.41395,0.41683,0.38819,0.01176,0.38689,0.39121,0.39690,75.99634,NA,NA,NA,NA,NA
2013-06-04,2013,155,76,dukehw_2013_06_04_120119.jpg,76.39418,84.97283,33.55237,0.43594,0.39193,79.86220,6.00115,86.92451,5.26335,37.98788,3.41685,0.42465,0.00890,0.42739,0.43087,0.43443,0.38981,0.01032,0.39138,0.39622,0.39948,76.31210,NA,NA,NA,NA,NA
2013-06-07,2013,158,77,dukehw_2013_06_07_120112.jpg,60.59138,73.15058,35.59088,0.43199,0.35782,72.73630,9.49633,83.97068,7.71469,39.55555,5.28922,0.42865,0.01318,0.43110,0.43513,0.43984,0.36977,0.01326,0.37280,0.37796,0.38168,76.56521,NA,NA,NA,NA,NA
2013-06-10,2013,161,77,dukehw_2013_06_10_120108.jpg,76.47824,82.20226,37.08507,0.41990,0.39066,80.88500,8.23146,87.96595,7.77292,43.06439,4.72808,0.41530,0.01243,0.41633,0.42366,0.42811,0.38138,0.00881,0.38283,0.38841,0.39132,76.75881,NA,NA,NA,NA,NA
2013-06-13,2013,164,77,dukehw_2013_06_13_120112.jpg,88.94067,95.72012,51.37524,0.40553,0.37681,83.75471,5.89276,89.72717,6.47203,46.72175,4.01465,0.40744,0.01072,0.40740,0.41517,0.42083,0.38040,0.00995,0.38163,0.38531,0.38861,76.94218,NA,NA,NA,NA,NA
2013-06-16,2013,167,78,dukehw_2013_06_16_120110.jpg,88.74154,95.07550,48.90862,0.40853,0.38131,84.05656,5.87811,89.00122,5.17788,44.64391,4.28153,0.40900,0.00895,0.40990,0.41598,0.41989,0.38609,0.01249,0.38678,0.39303,0.39833,77.07864,NA,NA,NA,NA,NA
2013-06-19,2013,170,21,dukehw_2013_06_18_160108.jpg,57.11587,72.70522,40.56354,0.42671,0.33522,74.29631,6.09091,83.65306,4.51970,39.44152,1.70435,0.42382,0.00422,0.42237,0.42688,0.42850,0.37587,0.01399,0.37655,0.38782,0.39157,77.10859,NA,NA,NA,NA,NA
2013-06-22,2013,173,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-25,2013,176,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-06-28,2013,179,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-01,2013,182,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-07-04,2013,185,71,dukehw_2013_07_04_120109.jpg,72.04017,77.59412,42.02262,0.40486,0.37588,81.19254,8.49077,87.44206,6.81752,46.59700,4.56312,0.40651,0.00783,0.40657,0.41141,0.41683,0.37670,0.01397,0.38134,0.38483,0.38792,76.73478,NA,NA,NA,NA,NA
2013-07-07,2013,188,75,dukehw_2013_07_07_120110.jpg,92.50075,96.02285,51.54634,0.39998,0.38531,82.77592,7.38198,87.79009,6.25689,45.40992,4.25002,0.40675,0.00821,0.40656,0.41212,0.41537,0.38300,0.01047,0.38496,0.38919,0.39403,76.47213,NA,NA,NA,NA,NA
2013-07-10,2013,191,73,dukehw_2013_07_10_120107.jpg,88.52625,92.44129,47.31973,0.40493,0.38778,75.05730,7.24789,81.98025,5.73238,42.01733,3.37476,0.41197,0.00779,0.41369,0.41618,0.41961,0.37653,0.01349,0.37901,0.38620,0.39020,76.14721,NA,NA,NA,NA,NA
