"datetime","solar_elev","exposure_rgb","r","g","b","ir","exposure_ir","Y","Z_prime","R_prime","Y_prime","X_prime","NDVI_c","EVI2_c","year","d1","d3"
2018-06-11 08:14:05,31.18397,63,18,21,12,31,26,19.11,6.07960018928371,2.26778683805536,2.40763369306878,3.67196649621493,0.236403698796369,0.347065636691107,2018,162,161
2018-06-11 08:44:05,36.96942,36,19,23,12,34,14,20.59,9.08688222502243,3.16666666666667,3.43166666666667,5.65521555835576,0.28208820161196,0.43642779049918,2018,162,161
2018-06-11 09:14:05,42.76415,22,19,21,12,34,10,19.41,10.7517440445725,4.0508136107566,4.1382259044624,6.61351814011009,0.240306152248613,0.369575271136776,2018,162,161
2018-06-11 09:44:05,48.52395,22,19,23,12,38,10,20.59,12.0166551086398,4.0508136107566,4.38980274976202,7.62685235887782,0.306228895176488,0.487230468592999,2018,162,161
2018-06-11 10:14:05,54.1873,16,21,24,10,39,6,21.56,15.9216833280907,5.25,5.39,10.5316833280907,0.33467173420528,0.547173114312179,2018,162,161
2018-06-11 10:44:05,59.65832,15,21,24,11,35,6,21.67,14.2886901662352,5.42217668469038,5.59516994082098,8.69352022541423,0.231752180679232,0.360173116631846,2018,162,161
2018-06-11 11:44:05,69.22879,15,20,24,10,48,8,21.26,16.9705627484771,5.16397779494322,5.48930839602465,11.4812543524525,0.379524689206432,0.634907244302295,2018,162,161
2018-06-11 12:14:06,72.48915,14,19,23,11,37,6,20.48,15.1051867471629,5.07796359633606,5.47351023436645,9.63167651279648,0.309573373833478,0.498899491086403,2018,162,161
2018-06-11 12:44:05,73.79109,12,19,21,11,38,6,19.3,15.5134350376268,5.48482755730145,5.57143009767989,9.94200493994691,0.288923690812127,0.462255558090343,2018,162,161
2018-06-11 13:14:06,72.68385,12,18,20,9,35,6,18.19,14.2886901662352,5.19615242270663,5.25100069827965,9.03768946795556,0.26988757320461,0.426677108340255,2018,162,161
2018-06-11 13:44:05,69.56162,15,20,24,8,36,6,21.04,14.6969384566991,5.16397779494322,5.43250464028027,9.2644338164188,0.284193169139046,0.452429555348183,2018,162,161
2018-06-11 14:14:05,65.18224,17,17,20,11,32,8,18.11,11.3137084989848,4.12310562561766,4.39232016940799,6.92138832957677,0.25336450138062,0.39264572398586,2018,162,161
2018-06-11 14:44:05,60.11016,14,20,23,9,40,6,20.56,16.3299316185545,5.34522483824849,5.49489113371945,10.8350404848351,0.33929082972172,0.556469866203284,2018,162,161
2018-06-11 15:14:05,54.66246,25,17,19,11,35,12,17.52,10.1036297108185,3.4,3.504,6.59962971081845,0.319974819403244,0.507567399984978,2018,162,161
2018-06-11 15:44:06,49.00884,54,20,26,10,38,18,22.44,8.9566858950296,2.72165526975909,3.0536972126697,5.90298868235991,0.368865477840299,0.591987824622289,2018,162,161
2018-06-11 16:14:05,43.25886,26,21,25,10,44,9,22.15,14.6666666666667,4.11843883790186,4.34397239331078,10.3226942733559,0.429623865915163,0.731394209378934,2018,162,161
2018-06-11 16:44:05,37.46662,20,18,20,11,37,8,18.41,13.0814754519511,4.02492235949962,4.11660114657711,8.96487430537402,0.380294786232703,0.629303247252377,2018,162,161
2018-06-11 17:14:05,31.68058,18,17,19,9,34,8,17.3,12.0208152801713,4.00693842672377,4.07764910484242,7.94316617532888,0.329388560157791,0.530208278966563,2018,162,161
2018-06-11 17:44:05,25.9371,18,17,18,11,32,9,16.93,10.6666666666667,4.00693842672377,3.99043926849608,6.67622739817058,0.249859359594206,0.385894227818983,2018,162,161
2018-06-11 18:14:05,20.26926,31,17,19,11,30,14,17.52,8.01783725737273,3.05329013445517,3.1466848915091,4.87115236586363,0.229399384415412,0.344316903873648,2018,162,161
2018-06-11 18:44:05,14.71065,80,16,20,13,29,33,18.03,5.04825202271524,1.78885438199983,2.01581528171606,3.03243674099918,0.25793554615839,0.373417328952174,2018,162,161
2018-06-11 19:14:05,9.30341,103,17,19,12,31,43,17.63,4.72745568031074,1.6750597728793,1.73713551740365,2.9903201629071,0.281919245191356,0.41048198106234,2018,162,161
2018-06-12 06:14:05,8.841,70,19,20,12,27,28,18.82,5.10252038562457,2.27093435773535,2.24942024276733,2.85310014285724,0.11361472781937,0.156439951225945,2018,163,164
2018-06-12 06:44:05,14.23229,32,21,22,11,32,12,20.49,9.23760430703401,3.71231060122937,3.62215448662809,5.61544982040592,0.20402959908386,0.306463735880893,2018,163,164
2018-06-12 07:14:05,19.78019,68,18,20,11,30,28,18.41,5.66946709513841,2.182820625327,2.23254042845945,3.43692666667896,0.223160575767512,0.324035092577917,2018,163,164
2018-06-12 07:44:05,25.44037,55,19,21,12,29,22,19.41,6.1828207743127,2.56195947736032,2.61724386608231,3.5655769082304,0.163788081818681,0.2341775329957,2018,163,164
2018-06-12 08:14:05,31.17931,43,19,23,12,32,16,20.59,8,2.89747283631949,3.13994556314833,4.86005443685167,0.252990615620473,0.382898245651391,2018,163,164
2018-06-12 08:44:06,36.96731,40,18,21,12,31,16,19.11,7.75,2.84604989415154,3.02155630429089,4.72844369570911,0.248517445981785,0.374711219261827,2018,163,164
2018-06-12 09:14:05,42.75897,31,18,21,12,32,14,19.11,8.55235974119758,3.23289543648195,3.43225732173167,5.12010241946591,0.225931697281612,0.339938033133618,2018,163,164
2018-06-12 09:44:05,48.51998,26,18,19,12,30,12,17.93,8.66025403784439,3.53009043248731,3.51636230302764,5.14389173481675,0.186050797799947,0.276031282918161,2018,163,164
2018-06-12 10:14:06,54.18909,20,20,23,12,36,8,20.89,12.7279220613579,4.47213595499958,4.67114600499706,8.05677605636079,0.286109448139703,0.452837012313292,2018,163,164
2018-06-12 10:44:05,59.66179,16,21,25,10,41,6,22.15,16.7381799090184,5.25,5.5375,11.2006799090184,0.361728508604448,0.599850480999768,2018,163,164
2018-06-12 11:44:05,69.25298,24,19,22,11,36,10,19.89,11.3841995766062,3.8783587594067,4.06002924866312,7.32417032794305,0.307592289354327,0.488567144457712,2018,163,164
2018-06-12 12:14:05,72.53024,20,20,24,11,38,8,21.37,13.4350288425444,4.47213595499958,4.77847726791705,8.65655157462735,0.318723071912938,0.513055631260951,2018,163,164
2018-06-12 12:44:05,73.85335,22,19,21,12,33,8,19.41,11.667261889578,4.0508136107566,4.1382259044624,7.52903598511564,0.300368527722406,0.476443008223218,2018,163,164
2018-06-12 13:14:06,72.75886,18,21,25,10,45,8,22.15,15.9099025766973,4.94974746830583,5.22080506776068,10.6890975089366,0.366993217784476,0.608794803114363,2018,163,164
2018-06-12 13:44:06,69.63823,20,22,27,6,49,6,23.19,20.0041662327293,4.91934955049954,5.18544163982201,14.8187245929073,0.501537027902718,0.89586574187632,2018,163,164
2018-06-12 14:14:05,65.26046,25,18,21,11,36,10,19,11.3841995766062,3.6,3.8,7.58419957660616,0.356234663850228,0.578285156138328,2018,163,164
2018-06-12 14:44:06,60.18392,16,19,23,7,45,6,20.04,18.3711730708738,4.75,5.01,13.3611730708738,0.475461917192002,0.835673616956697,2018,163,164
2018-06-12 15:14:05,54.7378,15,18,21,6,41,6,18.45,16.7381799090184,4.6475800154489,4.76376951583512,11.9744103931833,0.440791397276308,0.759143675945514,2018,163,164
2018-06-12 15:44:06,49.08325,15,18,21,8,36,6,18.67,14.6969384566991,4.6475800154489,4.8205732715795,9.87636518511957,0.36001135348996,0.593355982435433,2018,163,164
2018-06-12 16:14:05,43.33275,26,21,25,9,41,9,22.04,13.6666666666667,4.11843883790186,4.32239961844558,9.34426704822109,0.388170718020802,0.645849046712429,2018,163,164
2018-06-12 16:44:06,37.53711,35,20,23,11,38,12,20.78,10.9696551146029,3.38061701891407,3.51246108265171,7.45719403195118,0.376143945848886,0.615028814941405,2018,163,164
2018-06-12 17:14:05,31.75437,84,19,24,11,40,29,21.07,7.42781352708208,2.07306995724193,2.29892547363618,5.1288880534459,0.4243037923394,0.687983533011168,2018,163,164
2018-06-12 17:44:05,26.01115,113,18,21,12,33,41,19.11,5.153734142324,1.69329756309047,1.79771757948105,3.35601656284295,0.329296010959726,0.493685475622879,2018,163,164
2018-06-12 18:14:05,20.34371,134,19,23,11,38,46,20.48,5.60279433388609,1.64135000860458,1.76920253559063,3.83359179829547,0.40041371525228,0.624724671273292,2018,163,164
2018-06-12 18:44:05,14.7856,163,19,23,12,38,56,20.59,5.07796359633606,1.48819485497712,1.6127332665252,3.46523032981086,0.399124928929024,0.614987112976202,2018,163,164
2018-06-12 19:14:05,9.37848,230,17,20,11,34,84,18.11,3.70970413401187,1.12094680477284,1.19413803731977,2.5155660966921,0.383504563219741,0.561817435333916,2018,163,164
2018-06-13 06:14:05,8.84031,176,18,23,15,33,70,20.62,3.9442544108035,1.35680105059994,1.55429098129837,2.38996342950513,0.27574788444568,0.388623957248746,2018,164,164
2018-06-13 06:44:05,14.22876,88,20,24,14,33,33,21.7,5.74456264653803,2.1320071635561,2.31322777245837,3.43133487407966,0.233551649661958,0.340203973883787,2018,164,164
2018-06-13 07:14:05,19.77431,43,19,21,13,32,16,19.52,8,2.89747283631949,2.97677209289244,5.02322790710756,0.268379672411196,0.40951845900218,2018,164,164
2018-06-13 07:44:05,25.43266,32,19,22,12,33,12,20,9.52627944162882,3.3587572106361,3.53553390593274,5.99074553569609,0.281511048926374,0.437156157857417,2018,164,164
2018-06-13 08:14:05,31.17033,32,18,21,13,33,14,19.22,8.81962098311,3.18198051533946,3.39764808360136,5.42197289950864,0.260344550483451,0.39832776498536,2018,164,164
2018-06-13 08:44:05,36.95447,22,20,24,12,36,8,21.48,12.7279220613579,4.26401432711221,4.57955138731851,8.14837067403934,0.312941980656156,0.501026123855755,2018,164,164
2018-06-13 09:14:05,42.74947,20,19,22,12,35,8,20,12.3743686707646,4.2485291572496,4.47213595499958,7.902232715765,0.300697486848939,0.478265934762046,2018,164,164
2018-06-13 09:44:05,48.51158,18,19,22,12,39,8,20,13.7885822331377,4.4783429475148,4.71404520791032,9.07453702522736,0.339130434782609,0.551828648326877,2018,164,164
2018-06-13 10:14:05,54.18004,18,18,21,12,36,8,19.11,12.7279220613579,4.24264068711929,4.50427019615831,8.22365186519955,0.319342030629608,0.512858565541017,2018,164,164
2018-06-13 10:44:05,59.66029,16,18,22,8,41,6,19.26,16.7381799090184,4.5,4.815,11.9231799090184,0.451994068757788,0.782270751379799,2018,164,164
2018-06-13 11:44:05,69.27101,18,20,25,8,45,6,21.63,18.3711730708738,4.71404520791032,5.09823989235501,13.2729331785188,0.475838008293046,0.836265274521519,2018,164,164
2018-06-13 12:14:05,72.56586,18,20,25,6,47,6,21.41,19.1876696518016,4.71404520791032,5.04638539506799,14.1412842567336,0.499977423704025,0.890875224940813,2018,164,164
2018-06-13 12:44:05,73.90867,16,19,24,5,47,6,20.41,19.1876696518016,4.75,5.1025,14.0851696518016,0.495624399693616,0.881169516235907,2018,164,164
2018-06-13 13:14:05,72.82886,16,19,24,5,50,6,20.41,20.4124145231932,4.75,5.1025,15.3099145231932,0.52641871982973,0.952719875259316,2018,164,164
2018-06-13 13:44:05,69.71388,16,17,19,11,35,8,17.52,12.3743686707646,4.25,4.38,7.99436867076458,0.30580332652878,0.487691043007281,2018,164,164
2018-06-13 14:14:06,65.33159,14,16,20,5,43,6,17.15,17.5546764899461,4.27617987059879,4.58353029879808,12.971146191148,0.504134164879852,0.896980921105316,2018,164,164
2018-06-13 14:44:05,60.25971,14,16,18,10,63,7,16.52,23.8117617995813,4.27617987059879,4.41515571639325,19.3966060831881,0.638726098487386,1.23293407438882,2018,164,164
2018-06-13 15:14:05,54.80965,17,18,21,11,39,8,19,13.7885822331377,4.36564125065399,4.60817687569033,9.18040535744735,0.355436847819041,0.582677059139693,2018,164,164
2018-06-13 15:44:05,49.15755,24,19,21,11,38,9,19.3,12.6666666666667,3.8783587594067,3.93959600297628,8.72707066369039,0.384652655735737,0.63681092206233,2018,164,164
2018-06-13 16:14:06,43.40024,41,17,20,13,29,18,18.33,6.83536555146996,2.6549539521063,2.86266505541815,3.97270049605181,0.198825475023328,0.290390958628751,2018,164,164
2018-06-13 16:44:05,37.61087,70,21,29,8,41,25,24.29,8.2,2.50998007960223,2.90321029207324,5.29678970792676,0.356973460748945,0.565471148404835,2018,164,164
2018-06-13 17:14:05,31.82496,23,18,20,12,29,10,18.52,9.1706052144883,3.75325945302735,3.86168694833703,5.30891826615127,0.171665008271867,0.253914788050405,2018,164,164
2018-06-13 17:44:05,26.08193,18,18,21,11,38,8,19,13.4350288425444,4.24264068711929,4.4783429475148,8.9566858950296,0.357142857142857,0.585187906154422,2018,164,164
2018-06-13 18:14:05,20.41475,18,17,18,11,34,9,16.93,11.3333333333333,4.00693842672377,3.99043926849608,7.34289406483725,0.293921134130735,0.464370812106969,2018,164,164
2018-06-13 18:44:05,14.85697,23,17,18,11,26,12,16.93,7.50555349946513,3.54474503897027,3.53014902998628,3.97540446947886,0.0572674027324494,0.0798535296927619,2018,164,164
2018-06-13 19:14:05,9.44981,44,17,17,11,28,18,16.34,6.59966329107444,2.56284642891099,2.46334768520033,4.13631560587412,0.234875521564183,0.348509054601593,2018,164,164
2018-06-14 06:14:05,8.83493,40,14,15,10,25,16,14.15,6.25,2.21359436211787,2.23731144456913,4.01268855543087,0.288951565024819,0.435602736827328,2018,165,164
2018-06-14 06:44:05,14.22068,30,13,15,10,27,12,13.85,7.79422863405995,2.37346441585572,2.52865247381552,5.26557616024443,0.378596201391717,0.604442851641662,2018,165,164
2018-06-14 07:14:05,19.76402,26,13,15,9,29,10,13.74,9.1706052144883,2.54950975679639,2.69463569679865,6.47596951768965,0.435041690472094,0.722052145250602,2018,165,164
2018-06-14 07:44:06,25.42382,22,13,15,9,30,9,13.74,10,2.77160931262294,2.92937784272609,7.07062215727391,0.436792495462011,0.730008043554201,2018,165,164
2018-06-14 08:14:05,31.15713,22,14,17,9,30,8,15.22,10.6066017177982,2.98481002897855,3.24491490293239,7.36168681486582,0.42302982854446,0.704800594991665,2018,165,164
2018-06-14 08:44:05,36.94065,21,14,17,8,32,8,15.11,11.3137084989848,3.05505046330389,3.29727232146585,8.01643617751891,0.448122810889857,0.758688614899557,2018,165,164
2018-06-14 09:14:05,42.73575,20,14,17,7,36,8,15,12.7279220613579,3.13049516849971,3.35410196624968,9.37382009510817,0.499293627439067,0.87260607702797,2018,165,164
2018-06-14 09:44:05,48.49885,20,14,18,6,40,8,15.48,14.1421356237309,3.13049516849971,3.46143322916967,10.6807023945613,0.546672885648608,0.983412808943152,2018,165,164
2018-06-14 10:14:05,54.16956,19,15,19,6,44,7,16.37,16.630436812406,3.44123600805843,3.7555355634611,12.8749012489449,0.578180061389058,1.06552381425905,2018,165,164
2018-06-14 10:44:05,59.65392,18,15,19,6,39,6,16.37,15.9216833280907,3.53553390593274,3.85844600267459,12.0632373254161,0.546690716403689,0.989360746595078,2018,165,164
2018-06-14 11:44:06,69.28521,16,15,19,5,43,6,16.26,17.5546764899461,3.75,4.065,13.4896764899461,0.564957033597824,1.03659116954152,2018,165,164
2018-06-14 12:14:05,72.59469,17,17,21,5,43,6,18.04,17.5546764899461,4.12310562561766,4.37534267565545,13.1793338142907,0.523407593485615,0.94042660376273,2018,165,164
2018-06-14 12:44:05,73.95704,18,15,20,4,43,6,16.74,17.5546764899461,3.53553390593274,3.94565583902094,13.6090206509252,0.587561882204924,1.09047317537636,2018,165,164
2018-06-14 13:14:05,72.8913,18,15,19,4,43,6,16.15,17.5546764899461,3.53553390593274,3.80659150538758,13.7480849845585,0.590880367319619,1.09890996002382,2018,165,164
2018-06-14 13:44:05,69.78205,18,15,19,4,42,6,16.15,17.1464281994822,3.53553390593274,3.80659150538758,13.3398366940947,0.580982961532472,1.07385017229813,2018,165,164
2018-06-14 14:14:05,65.40354,18,16,20,5,41,6,17.15,16.7381799090184,3.77123616632825,4.0422937657831,12.6958861432353,0.541967795534251,0.980866452108467,2018,165,164
2018-06-14 14:44:05,60.3286,18,15,19,5,38,6,16.26,15.5134350376268,3.53553390593274,3.83251875403109,11.6809162835957,0.535301090346841,0.962074354276866,2018,165,164
2018-06-14 15:14:05,54.87791,17,16,19,6,38,6,16.67,15.5134350376268,3.88057000058133,4.04306886935567,11.4703661682711,0.494419108007871,0.871039385232966,2018,165,164
2018-06-14 15:44:05,49.2253,16,15,18,6,36,6,15.78,14.6969384566991,3.75,3.945,10.7519384566991,0.482827759723706,0.843528240904975,2018,165,164
2018-06-14 16:14:05,43.47089,16,16,17,7,33,6,15.6,13.4721935853075,4,3.9,9.57219358530748,0.410559542220178,0.690578538439917,2018,165,164
2018-06-14 16:44:06,37.67496,16,15,16,8,36,7,14.82,13.6067210283322,3.75,3.705,9.90172102833218,0.450618718003772,0.77276244345584,2018,165,164
2018-06-14 17:14:05,31.89226,19,16,17,10,34,10,15.93,10.7517440445725,3.67065174192899,3.65459264055805,7.09715140401444,0.318217153085337,0.506677308926529,2018,165,164
2018-06-14 17:44:05,26.14934,25,17,18,10,34,12,16.82,9.81495457622364,3.4,3.364,6.45095457622364,0.309711566794497,0.488591930962123,2018,165,164
2018-06-14 18:14:06,20.47917,32,18,19,11,34,13,17.82,9.42990333582889,3.18198051533946,3.15016071018607,6.27974262564283,0.32739936099861,0.519183952261191,2018,165,164
2018-06-14 18:44:05,14.92466,43,18,19,11,31,18,17.82,7.30677007226099,2.74497426598688,2.71752452332702,4.58924554893398,0.251461140992131,0.37863255477637,2018,165,164
2018-06-14 19:14:06,9.51433,80,18,19,12,30,30,17.93,5.47722557505166,2.01246117974981,2.00463494182856,3.4725906332231,0.26620157899327,0.392402540023836,2018,165,164
2018-06-15 06:14:05,8.82493,38,15,15,8,28,14,14.23,7.48331477354788,2.43332131696144,2.30841082269075,5.17490395085713,0.360344566227829,0.570455915779112,2018,166,167
2018-06-15 06:44:05,14.20813,32,15,16,11,25,14,15.15,6.68153104781061,2.65165042944955,2.67816693374405,4.00336411406656,0.2031120556955,0.297280509575692,2018,166,167
2018-06-15 07:14:06,19.75252,24,15,17,9,30,10,15.52,9.48683298050514,3.06186217847897,3.16800673399958,6.31882624650556,0.347198832374817,0.555140529078822,2018,166,167
2018-06-15 07:44:05,25.40444,22,17,19,9,37,9,17.3,12.3333333333333,3.62441217804538,3.68837239295206,8.64496094038127,0.409193584209761,0.684238971796604,2018,166,167
2018-06-15 08:14:05,31.13979,21,15,19,11,34,10,16.92,10.7517440445725,3.27326835353989,3.69224670279299,7.0594973417795,0.366429385885981,0.594745173131052,2018,166,167
2018-06-15 08:44:05,36.92274,20,14,18,8,33,8,15.7,11.667261889578,3.13049516849971,3.51062672467467,8.15663516490336,0.445298304169425,0.753778223192964,2018,166,167
2018-06-15 09:14:05,42.71789,20,14,18,7,36,8,15.59,12.7279220613579,3.13049516849971,3.48602997692217,9.24189208443568,0.493954544987753,0.860513828672734,2018,166,167
2018-06-15 09:44:05,48.48189,20,15,19,7,40,7,16.48,15.1185789203691,3.35410196624968,3.68504002691965,11.4335388934494,0.546364156653189,0.98609647215335,2018,166,167
2018-06-15 10:14:05,54.15465,18,17,21,7,33,6,18.26,13.4721935853075,4.00693842672377,4.30392327482212,9.16827031048536,0.391745739039798,0.652179945957531,2018,166,167
2018-06-15 10:44:05,59.64278,18,17,21,6,41,6,18.15,16.7381799090184,4.00693842672377,4.27799602617861,12.4601838828398,0.513340782755141,0.915771709012607,2018,166,167
2018-06-15 11:44:06,69.29118,18,16,20,5,42,6,17.15,17.1464281994822,3.77123616632825,4.0422937657831,13.1041344336992,0.553048492301303,1.00765034165727,2018,166,167
2018-06-15 12:14:05,72.6168,18,16,21,5,43,6,17.74,17.5546764899461,3.77123616632825,4.18135809941645,13.3733183905297,0.560066007685252,1.02479991880568,2018,166,167
2018-06-15 12:44:05,73.99841,18,17,22,6,41,6,18.74,16.7381799090184,4.00693842672377,4.41706035981197,12.3211195492064,0.509195957947902,0.906167042361189,2018,166,167
2018-06-15 13:14:05,72.94736,18,16,21,4,43,6,17.63,17.5546764899461,3.77123616632825,4.15543085077294,13.3992456391732,0.560730303430396,1.02643094365906,2018,166,167
2018-06-15 13:44:05,69.84478,18,16,20,4,42,6,17.04,17.1464281994822,3.77123616632825,4.01636651713959,13.1300616823427,0.553734133308015,1.00931948764386,2018,166,167
2018-06-15 14:14:05,65.4682,18,16,20,4,41,6,17.04,16.7381799090184,3.77123616632825,4.01636651713959,12.7218133918788,0.54268782701236,0.982596014897394,2018,166,167
2018-06-15 14:44:05,60.39346,18,16,20,6,39,6,17.26,15.9216833280907,3.77123616632825,4.0682210144266,11.8534623136641,0.517272455381154,0.922441998567514,2018,166,167
2018-06-15 15:14:05,54.94251,18,16,19,6,38,6,16.67,15.5134350376268,3.77123616632825,3.92915668079325,11.5842783568335,0.508810185338976,0.902814150494018,2018,166,167
2018-06-15 15:44:05,49.28959,18,15,18,6,41,7,15.78,15.4965433933783,3.53553390593274,3.71938166904124,11.7771617243371,0.53822187924329,0.969035846468231,2018,166,167
2018-06-15 16:14:05,43.53497,18,14,17,7,35,8,15,12.3743686707646,3.29983164553722,3.53553390593274,8.83883476483184,0.45631067961165,0.779770916763792,2018,166,167
2018-06-15 16:44:05,37.74214,18,14,16,8,30,8,14.52,10.6066017177982,3.29983164553722,3.42239682094289,7.18420489685532,0.370503597122302,0.60302118866678,2018,166,167
2018-06-15 17:14:05,31.95619,19,15,17,9,30,8,15.52,10.6066017177982,3.44123600805843,3.56053218967112,7.04606952812709,0.343733050174853,0.552717812411295,2018,166,167
2018-06-15 17:44:05,26.21328,19,15,17,9,29,8,15.52,10.2530483272049,3.44123600805843,3.56053218967112,6.69251613753382,0.320836752543781,0.509557672442538,2018,166,167
2018-06-15 18:14:05,20.54623,19,15,16,10,27,9,15.04,9,3.44123600805843,3.45041263741325,5.54958736258675,0.234500364161534,0.355934716106689,2018,166,167
2018-06-15 18:44:05,14.9886,21,13,14,11,26,12,13.37,7.50555349946513,2.8368325730679,2.91757319245522,4.58798030700992,0.235850756406357,0.353157120934972,2018,166,167
2018-06-15 19:14:05,9.58083,29,15,15,11,25,14,14.56,6.68153104781061,2.78543007265578,2.70372412385787,3.97780692395273,0.176302686405176,0.255593179594675,2018,166,167
2018-06-16 06:14:05,8.81037,85,14,16,12,27,34,14.96,4.63046179884774,1.51851320473059,1.62263982448355,3.00782197436419,0.329031923334374,0.486558873598819,2018,167,167
2018-06-16 06:44:05,14.19118,40,15,16,11,27,16,15.15,6.75,2.37170824512628,2.39542532757755,4.35457467242245,0.294793789021706,0.448747366084221,2018,167,167
2018-06-16 07:44:05,25.38408,22,15,17,10,30,9,15.63,10,3.19801074533416,3.33232719663819,6.66767280336181,0.351689980821072,0.565353091071029,2018,167,167
2018-06-16 08:14:05,31.1184,22,15,19,9,29,8,16.7,10.2530483272049,3.19801074533416,3.56045196313869,6.69259636406624,0.353323671649105,0.568490704793826,2018,167,167
