"datetime","solar_elev","exposure_rgb","r","g","b","ir","exposure_ir","Y","Z_prime","R_prime","Y_prime","X_prime","NDVI_c","EVI2_c","year","d1","d3"
2020-05-27 18:48:06,4.60203,777,82.41089,83.89192,53.03221,87.23017,220,80.0530429,5.88105686166452,2.95647421031062,2.87188691677446,3.00916994489006,0.00883320111098203,0.0118633768541919,2020,148,149
2020-05-27 19:18:05,-1e-04,1266,79.79532,84.3079,61.6372,89.39036,1111,80.460349,2.68184489559725,2.24264518373818,2.26133580474072,0.420509090856531,-0.684202229763407,-0.66962158341422,2020,148,149
2020-05-28 04:48:05,2.91661,633,51.68227,68.40035,73.30403,71.78457,319,63.9243308,4.01916431451863,2.05418581340826,2.54076404656716,1.47840026795147,-0.162992643971229,-0.194300372962207,2020,149,149
2020-05-28 18:48:05,4.72989,518,59.04524,72.68665,69.17293,72.94891,260,68.2077178,4.52409934521103,2.59429890494895,2.99687506728073,1.5272242779303,-0.258902978260868,-0.304755112189956,2020,149,149
2020-05-28 19:18:05,0.10986,1255,45.73692,75.90097,100.54064,72.4387,1516,69.5621187,1.86046304165038,1.29105591643109,1.96359057206118,-0.103127530410807,-1.17362583742324,-0.87236642120246,2020,149,149
2020-05-29 04:48:05,2.99685,1184,46.37416,69.78372,77.80028,66.75356,653,63.6426736,2.61226866621573,1.34772164968202,1.8495776323359,0.762691033879826,-0.27721147638992,-0.292677861588342,2020,150,149
2020-05-29 18:48:05,4.85205,2400,79.35939,85.46409,39.53886,90.06692,516,78.5809047,3.96497506719787,1.61991676498775,1.60402600034394,2.36094906685394,0.186148524760343,0.255572468749001,2020,150,149
2020-05-29 19:18:05,0.21813,1981,95.60294,83.71817,42.60478,92.58298,865,82.7611281,3.14791575888937,2.14797395077484,1.85944854097102,1.28846721791836,-0.250115363733503,-0.288672883476107,2020,150,149
2020-05-30 04:48:05,3.07198,543,80.24524,80.51457,40.87809,89.52403,133,76.0737582,7.76271789249764,3.44365285911667,3.26463744054077,4.49808045195687,0.13277046099873,0.191535146905994,2020,151,152
2020-05-30 18:48:05,4.97118,1232,79.67978,89.31071,49.97558,86.40458,1012,82.0945667,2.71610470122203,2.27008841524428,2.33888603633405,0.377218664887978,-0.715017069444673,-0.693315114010053,2020,151,152
2020-05-30 19:18:05,0.3245,2378,72.88286,88.33506,68.39728,85.03775,1311,81.5062442,2.34860734576441,1.4945810839134,1.67141754319392,0.677189802570495,-0.376370862336342,-0.388185148267036,2020,151,152
2020-05-31 04:48:05,3.14199,239,116.89925,85.3968,35.04314,104.46236,43,89.3086324,15.9303605535699,7.56158388429128,5.77689519380094,10.1534653597689,0.146309583437748,0.221140736303377,2020,152,152
2020-05-31 19:18:05,0.42877,2400,70.43437,85.88694,51.10439,82.3307,494,77.4250885,3.70423331588087,1.43773555711996,1.58043300095691,2.12380031492395,0.192631713522591,0.260886294632109,2020,152,152
2020-06-01 04:48:06,3.20952,255,113.44759,84.23317,34.51512,103.82677,45,87.5285105,15.4775810402824,7.10436366230687,5.48124794376016,9.99633309652223,0.169114128798421,0.25778064050895,2020,153,152
2020-06-01 19:18:06,0.52843,2400,69.37953,89.29754,49.88653,88.32693,700,78.9869259,3.33844415499729,1.41620372578431,1.61231387338354,1.72613028161375,0.0986294121184341,0.126500238007633,2020,153,152
2020-06-02 04:48:05,3.26659,514,118.40599,83.44225,29.43927,97.46389,87,87.9910442,10.4492258163052,5.22266432964592,3.881118580839,6.5681072354662,0.114109827197512,0.167322820165684,2020,154,155
2020-06-02 19:18:05,0.63032,1353,85.90792,96.79162,47.29091,96.38165,843,88.0814319,3.31956035776254,2.33552384540726,2.39461372758258,0.924946630179966,-0.432629961163272,-0.468306450134119,2020,154,155
2020-06-03 04:48:05,3.32116,585,77.51761,85.17771,38.96377,91.38819,162,77.7961466,7.18013431881829,3.20495872744659,3.21647479853138,3.96365952028691,0.105836406211224,0.149874988719208,2020,155,155
2020-06-03 19:18:05,0.72729,2389,77.7729,66.21664,40.30313,75.44894,1983,66.8330319,1.69430575323288,1.59118332309304,1.36736068464755,0.32694506858533,-0.65909991218132,-0.614210583854303,2020,155,155
2020-06-04 04:48:05,3.37058,417,83.43276,77.42731,32.97514,86.87792,92,74.3392063,9.05764929164871,4.08571983543455,3.64040659484801,5.4172426968007,0.140116606463454,0.205190978685149,2020,156,155
2020-06-04 19:18:05,0.82152,2289,63.67894,95.90238,60.73996,91.74182,2094,82.3674818,2.00483674184888,1.33098428934098,1.72160253026164,0.283234211587239,-0.64907574603516,-0.584995809888432,2020,156,155
2020-06-05 04:48:05,3.41485,1829,53.56434,71.6805,31.85433,79.82644,426,61.8647733,3.86760365541559,1.25247453691845,1.44656040362828,2.42104325178731,0.318106181072983,0.454555765576493,2020,157,158
2020-06-05 19:18:05,0.91288,2400,56.52097,64.87638,30.02354,84.78398,486,58.5359446,3.84587943263582,1.15372946889296,1.19485996568187,2.65101946695395,0.393531879056218,0.583059559940594,2020,157,158
2020-06-06 04:48:05,3.45397,94,69.51948,52.15687,24.54316,60.08952,29,54.3281449,11.1583437372967,7.17038687008633,5.60352029196863,5.55482344532809,-0.126957699300361,-0.169960895619176,2020,158,158
2020-06-06 19:18:05,1.00123,2389,63.56767,92.40107,47.29161,85.43915,439,78.7890094,4.07778814512761,1.30055348832153,1.61197226540737,2.46581587972024,0.309386116318314,0.442248699464646,2020,158,158
2020-06-07 04:48:05,3.48795,272,96.60775,83.3328,32.0812,100.22159,43,81.677609,15.2836491914605,5.85770525740095,4.95243248757205,10.3312167038884,0.276331645626833,0.440484704828104,2020,159,158
2020-06-07 19:18:05,1.08644,2062,66.25193,89.63205,41.14279,77.78388,279,77.2841954,4.65679908673814,1.45899634475491,1.70194828431299,2.95485080242515,0.338900375973806,0.501530908335562,2020,159,158
2020-06-08 04:48:05,3.51681,247,102.27399,83.64839,30.52822,102.2623,40,83.3928513,16.1690893383718,6.50753814857371,5.30616006232948,10.8629292760424,0.250735401702348,0.396218098482983,2020,160,161
2020-06-08 19:18:05,1.1684,2072,68.4963,86.97812,39.2897,77.87258,263,76.1878478,4.80182899083762,1.50477732060243,1.67375092486674,3.12807806597089,0.35038882285707,0.524352862984103,2020,160,161
2020-06-09 04:48:05,3.54055,1069,61.19946,93.6064,53.685,89.48082,300,79.492964,5.16617755143084,1.87179695963099,2.43130720969198,2.73487034173887,0.18735309620715,0.262262726319126,2020,161,161
2020-06-09 19:18:05,1.24698,1782,65.25294,88.18061,39.21996,83.84118,273,75.9166375,5.07429905074409,1.54577483914552,1.79838683314547,3.27591221759863,0.35882407093035,0.541631233319923,2020,161,161
2020-06-10 04:48:05,3.5592,452,78.13902,77.87577,29.69297,91.60563,66,72.654637,11.2758735788011,3.67535033745216,3.41738666053675,7.85848691826434,0.362683856904509,0.591529362023148,2020,162,161
2020-06-10 19:18:05,1.32207,2400,40.15064,75.78045,45.47774,84.97703,992,61.7582089,2.69802340052475,0.8195715070515,1.26063416027676,1.43738924024799,0.273738802917032,0.350685237445125,2020,162,161
2020-06-11 04:48:05,3.57279,1477,44.8549,60.38329,46.3872,73.70969,481,54.1852031,3.36087257253952,1.16713110934961,1.40990697124365,1.95096560129587,0.25138235426444,0.340674354323643,2020,163,164
2020-06-11 19:18:05,1.39356,1389,79.43373,89.29376,32.68857,90.64384,136,80.1091801,7.77264515594197,2.13134538772587,2.14946889086835,5.62317626507362,0.450296102543881,0.743676593872383,2020,163,164
2020-06-12 04:48:05,3.58135,839,76.48674,86.80128,40.40188,101.01195,116,78.602984,9.37872410758673,2.64061551404227,2.71367637057634,6.66504773701039,0.432471293490324,0.718519022709433,2020,164,164
2020-06-12 19:18:05,1.46133,2400,57.3805,77.68326,39.15712,75.95504,287,67.3545566,4.48348424948015,1.17127455154808,1.37486912934507,3.10861512013508,0.452661334100486,0.699939244359605,2020,164,164
2020-06-13 04:48:05,3.58491,274,97.18728,80.57549,30.045,102.68626,42,80.0006731,15.8448339130784,5.8712983038666,4.83301741009952,11.0118165029788,0.304476884622496,0.492331485404246,2020,165,164
2020-06-13 19:18:05,1.52528,1789,60.30184,85.29182,45.53213,71.36023,223,73.4212601,4.77863444932098,1.4256909531519,1.73586786561707,3.04276658370391,0.361886762314374,0.541594181212924,2020,165,164
