"datetime","solar_elev","exposure_rgb","r","g","b","ir","exposure_ir","Y","Z_prime","R_prime","Y_prime","X_prime","NDVI_c","EVI2_c","year","d1","d3"
2016-12-13 15:45:06,4.05206,1705,131.96335,123.76108,121.65903,86.75946,364,125.9905355,4.54743131800909,3.19588497725024,3.05123551107306,1.49619580693603,-0.362246356891953,-0.417970615650654,2016,348,347
2016-12-13 16:00:05,1.91737,1355,133.25724,130.66212,141.97135,87.05233,856,132.6846713,2.97538738513534,3.62010499250585,3.60455042444318,-0.629163039307839,-1.42071230345017,-1.17265324876707,2016,348,347
2016-12-13 16:15:05,-0.12105,2334,109.45232,136.22009,171.94133,90.60992,1348,132.1190954,2.46791842790039,2.26555466511171,2.73473447555802,-0.266816047657633,-1.26698443240917,-1.02599647346284,2016,348,347
2016-12-13 16:30:05,-1.86637,2400,83.72512,85.42718,108.77209,87.45667,2389,87.4845021,1.78930700536114,1.70903185544409,1.78576992122036,0.00353708414077802,-0.995869265103412,-0.835173082807278,2016,348,347
2016-12-13 16:45:05,-5.23402,2400,26.88467,16.03045,24.31518,29.84155,2400,20.1980363,0.609138088614595,0.548781028359255,0.412290689510102,0.196847399104492,-0.471995991960586,-0.349984653313238,2016,348,347
2016-12-13 17:00:06,-8.02575,2400,23.61304,13.17645,18.69363,15.09286,2400,16.9143168,0.308081714660521,0.481999160632741,0.34526204589821,-0.037180331237689,-1.16717067165639,-0.612350405298178,2016,348,347
2016-12-13 17:15:05,-10.56935,2400,23.43583,12.92479,18.19243,14.4818,2400,16.6575424,0.295608504641979,0.478381876655086,0.340020660406466,-0.044412155764487,-1.20467859219922,-0.621277929174048,2016,348,347
2016-12-14 06:15:05,-10.01731,2400,23.48546,13.01689,18.2415,14.84728,2400,16.7321681,0.303068833901915,0.479394944787872,0.341543951128949,-0.038475117227034,-1.17452205513133,-0.61298795454632,2016,349,350
2016-12-14 06:30:05,-7.46137,2400,25.68151,14.53353,21.24205,19.41623,2400,18.6158612,0.396332135237659,0.52422162770153,0.379994675520628,0.0163374597170306,-0.939553473071556,-0.558244678442157,2016,349,350
2016-12-14 06:45:06,-4.35623,2400,44.00664,43.68998,69.0201,72.15115,2400,46.5712912,1.47277918212509,0.898281777452933,0.950632500854737,0.52214668127035,-0.264803970853036,-0.255663913457421,2016,349,350
2016-12-14 07:00:07,-1.512,1483,90.21615,115.44827,157.87544,74.18191,2333,112.5456227,1.53582114194536,2.34268401389443,2.92252364053536,-1.38670249859,-3.90110734651269,-1.78073544942656,2016,349,350
2016-12-14 07:15:05,0.2936,1079,96.48764,120.62998,151.7151,81.18478,936,116.8066412,2.65360754760729,2.93738560170351,3.55595956170374,-0.902352014096446,-1.88681780938809,-1.34305897593358,2016,349,350
2016-12-14 07:30:06,2.36967,757,109.60209,90.11535,88.20284,56.8258,81,95.7509959,6.31397777777778,3.98355571807484,3.48012914013597,2.83384863764181,-0.168642935117815,-0.214587550482872,2016,349,350
2016-12-14 07:45:05,4.50426,335,112.41367,86.11342,73.60115,61.15903,43,92.6271453,9.32666463792888,6.1418148912042,5.06076156336925,4.26590307455963,-0.180242376168856,-0.234415618899152,2016,349,350
2016-12-14 15:45:06,4.07918,783,91.31919,96.85185,108.18271,56.91559,168,96.4384466,4.39113310103447,3.26348160900781,3.44642891467151,0.944704186362959,-0.551015933088228,-0.592912749657173,2016,349,350
2016-12-14 16:00:06,1.94418,1820,99.8176,111.42886,130.30713,73.80644,461,110.0220917,3.4375086150075,2.33976063274632,2.57895760759691,0.858551007410586,-0.463122357039312,-0.495455672152116,2016,349,350
2016-12-14 16:15:05,-0.09282,2219,83.84913,123.3425,175.89663,78.91366,1965,117.2754433,1.78020865841021,1.77999962045822,2.48959344674262,-0.709384788332406,-2.32519140786393,-1.36401207985736,2016,349,350
2016-12-14 16:30:05,-1.84076,2400,86.07327,111.84903,162.73364,73.93411,2299,109.7136091,1.5419680094288,1.75696326660673,2.23951966778478,-0.697551658355973,-2.31686617915719,-1.3578379756324,2016,349,350
2016-12-14 16:45:05,-5.17835,2400,32.27874,23.04045,38.10904,46.75765,2400,27.4694819,0.954436533930382,0.658887021166376,0.560718451280151,0.393718082650231,-0.251916827644743,-0.222827525454098,2016,349,350
2016-12-14 17:00:06,-7.98167,2400,20.47016,11.79506,16.0479,18.4788,2400,14.8654024,0.377196925491182,0.417845391276087,0.30343875584287,0.0737581696483113,-0.699928253124862,-0.414246072539397,2016,349,350
2016-12-14 17:15:06,-10.52721,2400,20.03065,11.17043,14.70983,16.6126,2400,14.21783,0.339103277507999,0.408873930968999,0.290220239580291,0.0488830379277073,-0.786423621051467,-0.443299127788546,2016,349,350
2016-12-15 06:15:06,-10.13008,2400,20.16953,11.45871,14.54675,17.35934,2400,14.4116404,0.354346043929048,0.41170880709798,0.294176377803997,0.0601696661250506,-0.744978126617733,-0.429068193071141,2016,350,350
2016-12-15 06:30:06,-7.57846,2400,21.01603,12.25814,16.52975,20.12164,2400,15.3553841,0.410731256566464,0.428987915991863,0.313440465412049,0.097290791154415,-0.630268943685866,-0.389890314534713,2016,350,350
2016-12-15 06:45:06,-4.58378,2400,31.12046,21.92149,35.59834,49.63474,2400,26.1856345,1.01316488763092,0.635243729672452,0.534512025966828,0.478652861664088,-0.140579358287176,-0.130351705197052,2016,350,350
2016-12-15 07:00:07,-1.58932,2024,109.38794,124.35284,165.17819,83.20125,1837,124.3541585,1.94122230567365,2.43144354167754,2.76410832460663,-0.822886018932978,-2.02313533373547,-1.35313392201197,2016,350,350
2016-12-15 07:15:06,0.20157,1490,110.73489,121.10611,151.67882,70.68658,750,121.3577421,2.5811089585929,2.86874102631248,3.14394075456181,-0.562831795968912,-1.48816474522291,-1.17164165724179,2016,350,350
2016-12-15 07:30:06,2.26624,1439,108.78034,110.52325,121.90651,60.48263,170,111.2525356,4.63880596434096,2.86760952940685,2.93278023636656,1.70602572797441,-0.253973860193114,-0.302865258354865,2016,350,350
2016-12-15 07:45:06,4.40104,729,113.85567,108.48969,111.33472,67.22691,140,110.4124373,5.68171090187511,4.21687666666667,4.08934952962963,1.59236137224548,-0.451783052586474,-0.516114034399945,2016,350,350
2016-12-15 15:45:06,4.11253,929,111.25371,111.29566,120.7802,60.18971,159,112.3263744,4.77335449594152,3.65011582292074,3.68530880029762,1.0880456956439,-0.540730854623331,-0.59042996066932,2016,350,350
2016-12-15 16:00:06,1.97922,2242,108.62622,122.6642,146.70196,81.42138,504,121.0969596,3.62679652283724,2.29412386626729,2.55749878022788,1.06929774260936,-0.364160746433157,-0.404222637224924,2016,350,350
